日期,时间,纬度,经度,深度,震级类型,震级值,事件类型,参考地名
2013-04-23,22:07:15.6,30.31,102.97,16,Ms,3.8,eq,四川省雅安市芦山县
2013-04-23,15:14:39.2,30.22,102.95,16,Ms,3.2,eq,四川省雅安市芦山县
2013-04-23,05:54:49.3,30.40,103.00,19,Ms,4.5,eq,四川省雅安市芦山县
2013-04-23,01:38:03.2,30.25,102.94,18,Ms,3.1,eq,四川省雅安市芦山县
2013-04-23,01:27:13.1,30.26,102.83,15,Ms,3.8,eq,四川省雅安市宝兴县、芦山县交界
2013-04-22,23:11:17.7,30.21,102.92,16,Ms,3.0,eq,四川省雅安市芦山县、宝兴县交界
2013-04-22,21:39:31.7,30.22,102.93,14,Ms,3.1,eq,四川省雅安市芦山县、宝兴县交界
2013-04-22,19:04:52.5,30.21,102.96,21,Ms,3.1,eq,四川省雅安市芦山县、雨城区交界
2013-04-22,18:56:50.4,30.31,103.04,12,Ms,3.4,eq,四川省雅安市芦山县、成都市邛崃市交界
2013-04-22,17:14:04.5,30.30,103.01,12,Ms,3.7,eq,四川省雅安市芦山县、成都市邛崃市交界
2013-04-22,13:42:52.4,30.15,102.81,16,Ms,3.1,eq,四川省雅安市天全县、宝兴县交界
2013-04-22,09:18:08.5,30.25,102.97,19,Ms,3.6,eq,四川省雅安市芦山县
2013-04-22,07:45:00.9,30.29,102.87,14,Ms,3.2,eq,四川省雅安市宝兴县、芦山县交界
2013-04-22,07:17:04.4,30.25,102.95,17,Ms,3.4,eq,四川省雅安市芦山县
2013-04-22,06:21:10.2,30.27,102.90,20,Ms,3.1,eq,四川省雅安市芦山县、宝兴县交界
2013-04-22,04:53:20.2,30.33,102.93,20,Ms,3.1,eq,四川省雅安市芦山县、宝兴县交界
2013-04-22,04:36:11.9,30.27,102.98,17,Ms,3.1,eq,四川省雅安市芦山县
2013-04-22,03:36:37.7,30.20,102.93,17,Ms,3.8,eq,四川省雅安市芦山县、宝兴县交界
2013-04-22,01:52:08.8,31.19,103.48,14,Ms,3.1,eq,四川省阿坝藏族羌族自治州汶川县
2013-04-21,23:50:19.5,30.26,102.96,18,ML,2.5,eq,四川芦山
2013-04-21,23:34:40.4,30.25,102.85,26,ML,2.3,eq,四川宝兴
2013-04-21,23:25:23.4,30.25,102.84,26,ML,4.0,eq,四川宝兴
2013-04-21,22:59:14.5,30.36,102.95,19,ML,2.3,eq,四川芦山
2013-04-21,22:47:00.8,30.25,102.98,18,ML,2.6,eq,四川芦山
2013-04-21,22:16:55.7,30.30,102.90,20,Ms,4.3,eq,四川芦山
2013-04-21,22:13:17.8,30.30,102.97,18,ML,2.9,eq,四川芦山
2013-04-21,21:27:25.2,30.32,102.88,16,ML,2.6,eq,四川宝兴
2013-04-21,20:57:58.8,30.28,102.90,24,ML,2.3,eq,四川芦山
2013-04-21,20:51:18.0,30.31,102.93,13,ML,2.5,eq,四川芦山
2013-04-21,20:47:58.2,30.28,102.92,24,ML,2.4,eq,四川芦山
2013-04-21,20:24:47.2,30.33,102.96,26,ML,2.7,eq,四川芦山
2013-04-21,20:08:31.5,30.20,102.91,14,Ms,2.9,eq,四川芦山
2013-04-21,19:56:12.3,31.86,100.04,5,ML,2.4,eq,四川甘孜
2013-04-21,19:44:03.5,30.34,102.95,25,ML,2.5,eq,四川芦山
2013-04-21,19:03:50.9,26.88,100.01,14,ML,1.2,eq,云南玉龙
2013-04-21,19:00:37.7,30.29,102.96,22,ML,2.9,eq,四川芦山
2013-04-21,18:59:52.2,29.90,102.80,5,ML,1.9,eq,四川天全
2013-04-21,18:58:51.6,28.34,104.96,5,ML,1.0,eq,四川长宁
2013-04-21,18:55:09.4,30.22,102.94,19,ML,3.6,eq,四川芦山
2013-04-21,18:53:59.5,30.36,103.01,9,ML,1.6,eq,四川芦山
2013-04-21,18:48:25.8,30.30,103.00,20,Ms,4.2,eq,四川邛崃
2013-04-21,18:24:14.0,30.28,102.85,19,ML,3.4,eq,四川宝兴
2013-04-21,18:24:03.0,30.23,102.82,5,ML,1.8,eq,四川宝兴
2013-04-21,18:22:37.3,30.26,102.95,15,ML,1.5,eq,四川芦山
2013-04-21,17:43:38.0,30.24,102.96,21,ML,3.5,eq,四川芦山
2013-04-21,17:41:16.1,30.28,102.96,20,ML,3.5,eq,四川芦山
2013-04-21,17:30:27.3,30.30,103.00,20,Ms,4.2,eq,四川邛崃
2013-04-21,17:18:09.9,30.33,103.03,19,ML,3.7,eq,四川芦山
2013-04-21,17:11:11.7,30.36,103.08,10,Ms,2.9,eq,四川邛崃
2013-04-21,17:05:25.0,30.30,103.00,20,Ms,5.4,eq,四川邛崃
2013-04-21,17:01:54.6,30.26,102.94,20,ML,3.8,eq,四川芦山
2013-04-21,16:45:38.3,30.35,102.88,22,ML,3.8,eq,四川宝兴
2013-04-21,16:19:22.2,30.35,102.93,21,ML,2.6,eq,四川宝兴
2013-04-21,15:50:59.8,30.34,102.95,20,ML,3.1,eq,四川芦山
2013-04-21,15:07:46.7,30.18,102.83,21,ML,3.3,eq,四川天全
2013-04-21,14:58:20.2,30.30,103.02,7,ML,1.0,eq,四川芦山
2013-04-21,14:30:16.2,30.27,102.94,22,ML,2.7,eq,四川芦山
2013-04-21,13:52:32.3,31.55,103.98,12,ML,1.9,eq,四川绵竹
2013-04-21,13:10:06.1,30.38,102.95,14,ML,3.4,eq,四川芦山
2013-04-21,13:08:03.6,30.30,102.90,20,ML,3.4,eq,四川芦山
2013-04-21,12:58:48.8,30.33,102.96,23,ML,3.6,eq,四川芦山
2013-04-21,12:39:18.2,30.22,102.89,23,ML,4.2,eq,四川芦山
2013-04-21,11:59:40.9,30.20,103.00,20,Ms,4.9,eq,四川芦山
2013-04-21,11:00:08.1,30.35,102.93,24,ML,3.4,eq,四川宝兴
2013-04-21,09:54:50.8,32.57,105.12,5,ML,1.5,eq,四川青川
2013-04-21,09:33:45.6,30.37,102.96,18,ML,3.2,eq,四川芦山
2013-04-21,09:29:32.6,30.26,102.91,22,ML,4.0,eq,四川芦山
2013-04-21,09:27:37.7,30.34,102.96,23,ML,2.2,eq,四川芦山
2013-04-21,09:23:51.6,27.73,100.65,5,ML,2.0,eq,云南宁蒗
2013-04-21,09:03:47.6,31.89,104.17,5,ML,1.5,eq,四川北川
2013-04-21,08:13:06.5,30.27,102.84,22,ML,3.9,eq,四川宝兴
2013-04-21,08:11:40.1,30.22,102.84,15,ML,1.8,eq,四川宝兴
2013-04-21,08:05:23.7,30.22,102.88,22,ML,2.8,eq,四川芦山
2013-04-21,07:50:59.2,30.17,102.84,20,ML,3.7,eq,四川天全
2013-04-21,07:50:24.1,28.28,104.84,5,ML,1.1,eq,四川珙县
2013-04-21,07:43:59.8,30.16,102.85,19,ML,3.2,eq,四川天全
2013-04-21,06:27:22.0,30.33,102.94,16,ML,3.7,eq,四川芦山
2013-04-21,06:13:18.3,30.30,102.97,13,ML,2.5,eq,四川芦山
2013-04-21,06:11:45.4,30.28,102.96,13,ML,2.8,eq,四川芦山
2013-04-21,06:08:48.5,30.34,102.92,26,ML,3.0,eq,四川宝兴
2013-04-21,06:06:34.9,30.14,102.85,19,ML,3.0,eq,四川天全
2013-04-21,06:04:07.5,30.34,102.97,20,ML,1.7,eq,四川芦山
2013-04-21,06:02:50.7,30.28,102.87,5,ML,1.8,eq,四川芦山
2013-04-21,06:02:27.6,30.38,102.93,23,ML,2.2,eq,四川芦山
2013-04-21,06:00:50.1,30.29,102.92,26,ML,2.2,eq,四川芦山
2013-04-21,05:54:28.4,30.11,102.84,16,ML,3.6,eq,四川天全
2013-04-21,05:45:30.9,32.24,104.78,11,ML,1.5,eq,四川平武
2013-04-21,05:29:55.4,30.25,102.93,23,ML,3.4,eq,四川芦山
2013-04-21,05:21:40.2,30.24,102.91,5,ML,1.3,eq,四川芦山
2013-04-21,05:21:23.5,30.22,102.84,6,ML,1.6,eq,四川宝兴
2013-04-21,05:18:01.0,30.27,102.98,18,ML,3.1,eq,四川芦山
2013-04-21,05:15:08.5,30.12,102.79,8,ML,1.8,eq,四川天全
2013-04-21,05:12:40.9,30.38,102.98,12,ML,1.9,eq,四川芦山
2013-04-21,05:12:07.4,30.33,103.00,8,ML,1.3,eq,四川芦山
2013-04-21,05:08:46.3,30.27,102.93,6,ML,1.2,eq,四川芦山
2013-04-21,05:08:25.2,30.23,102.90,5,ML,1.1,eq,四川芦山
2013-04-21,05:07:39.6,30.34,103.03,14,ML,2.1,eq,四川芦山
2013-04-21,05:06:56.6,30.30,102.91,6,ML,1.2,eq,四川芦山
2013-04-21,05:02:22.7,30.21,102.88,5,ML,2.6,eq,四川芦山
2013-04-21,05:02:07.4,30.29,102.95,22,ML,2.9,eq,四川芦山
2013-04-21,05:00:58.5,30.25,102.95,18,ML,3.0,eq,四川芦山
2013-04-21,04:58:56.1,30.35,102.99,18,ML,3.2,eq,四川芦山
2013-04-21,04:53:45.9,30.34,103.09,16,Ms,5.0,eq,四川芦山
2013-04-21,04:44:35.9,30.26,102.93,18,ML,3.0,eq,四川芦山
2013-04-21,04:42:24.5,28.28,104.82,2,ML,1.1,eq,四川珙县
2013-04-21,04:34:24.6,30.25,102.84,15,ML,3.0,eq,四川宝兴
2013-04-21,04:34:11.4,30.36,103.00,5,ML,2.3,eq,四川芦山
2013-04-21,04:26:12.7,30.36,102.92,12,ML,2.9,eq,四川宝兴
2013-04-21,04:22:50.3,30.24,102.87,13,ML,2.1,eq,四川宝兴
2013-04-21,04:18:07.2,30.14,102.87,19,ML,2.2,eq,四川芦山
2013-04-21,04:10:58.0,30.28,102.90,16,ML,2.6,eq,四川芦山
2013-04-21,04:09:29.2,29.27,102.97,13,ML,2.0,eq,四川甘洛
2013-04-21,04:07:46.7,30.27,102.89,5,ML,2.0,eq,四川芦山
2013-04-21,04:06:51.5,30.28,102.97,16,ML,2.3,eq,四川芦山
2013-04-21,04:03:35.1,30.27,102.87,3,ML,1.1,eq,四川芦山
2013-04-21,04:02:33.6,30.20,102.83,15,ML,1.6,eq,四川天全
2013-04-21,04:00:19.5,30.18,102.85,23,ML,2.7,eq,四川天全
2013-04-21,03:54:46.9,30.23,102.97,18,Ms,4.0,eq,四川芦山
2013-04-21,03:53:28.8,30.20,102.89,6,ML,2.4,eq,四川芦山
2013-04-21,03:52:44.0,30.30,102.99,22,ML,3.2,eq,四川芦山
2013-04-21,03:50:53.4,30.31,102.99,20,ML,2.5,eq,四川芦山
2013-04-21,03:47:33.2,30.14,102.86,19,ML,3.1,eq,四川天全
2013-04-21,03:46:18.4,30.32,102.93,18,ML,2.3,eq,四川芦山
2013-04-21,03:40:43.6,30.32,102.97,16,ML,1.9,eq,四川芦山
2013-04-21,03:39:11.3,30.22,102.87,12,ML,1.9,eq,四川芦山
2013-04-21,03:37:42.8,30.20,102.87,15,ML,2.8,eq,四川芦山
2013-04-21,03:36:36.8,30.38,102.95,18,ML,2.8,eq,四川芦山
2013-04-21,03:34:56.9,29.96,102.83,5,ML,1.1,eq,四川天全
2013-04-21,03:34:36.1,30.24,102.84,2,ML,1.0,eq,四川宝兴
2013-04-21,03:33:55.9,30.43,103.00,5,ML,1.9,eq,四川芦山
2013-04-21,03:32:43.8,30.30,102.97,13,ML,2.0,eq,四川芦山
2013-04-21,03:31:22.0,30.37,102.93,15,ML,2.7,eq,四川芦山
2013-04-21,03:28:06.5,30.28,102.91,20,ML,2.2,eq,四川芦山
2013-04-21,03:27:18.1,30.29,102.92,16,ML,1.9,eq,四川芦山
2013-04-21,03:24:15.9,30.36,102.93,14,ML,2.9,eq,四川芦山
2013-04-21,03:22:54.1,30.29,102.91,14,ML,2.2,eq,四川芦山
2013-04-21,03:17:17.6,30.20,102.82,13,ML,1.5,eq,四川天全
2013-04-21,03:15:15.5,30.25,102.93,19,ML,2.4,eq,四川芦山
2013-04-21,03:15:01.1,30.19,102.92,6,ML,1.4,eq,四川芦山
2013-04-21,03:07:49.9,30.21,103.04,16,ML,3.4,eq,四川雅安
2013-04-21,03:06:30.9,30.21,102.84,16,ML,1.6,eq,四川宝兴
2013-04-21,03:03:12.7,30.33,102.96,9,ML,2.8,eq,四川芦山
2013-04-21,03:02:28.0,30.30,102.98,10,ML,2.7,eq,四川芦山
2013-04-21,03:01:23.1,30.24,102.89,20,ML,3.1,eq,四川芦山
2013-04-21,03:00:05.8,30.33,102.95,6,ML,1.7,eq,四川芦山
2013-04-21,02:58:22.8,30.27,102.97,5,ML,1.5,eq,四川芦山
2013-04-21,02:57:48.3,30.27,102.89,5,ML,1.5,eq,四川芦山
2013-04-21,02:57:11.1,30.30,102.94,7,ML,1.7,eq,四川芦山
2013-04-21,02:56:25.4,30.17,102.86,15,ML,1.8,eq,四川天全
2013-04-21,02:50:08.9,30.25,102.87,6,ML,1.8,eq,四川芦山
2013-04-21,02:49:41.2,30.29,102.84,13,ML,1.6,eq,四川宝兴
2013-04-21,02:45:25.9,30.33,102.96,16,ML,3.0,eq,四川芦山
2013-04-21,02:44:24.2,30.10,102.86,17,ML,2.2,eq,四川天全
2013-04-21,02:43:15.5,30.39,102.98,15,ML,2.8,eq,四川芦山
2013-04-21,02:40:54.4,30.19,102.83,17,ML,2.3,eq,四川天全
2013-04-21,02:39:40.6,30.29,102.95,23,ML,3.2,eq,四川芦山
2013-04-21,02:38:55.5,30.31,102.88,6,ML,2.0,eq,四川芦山
2013-04-21,02:38:02.8,30.25,102.89,18,ML,2.6,eq,四川芦山
2013-04-21,02:37:40.4,30.40,102.94,14,ML,2.6,eq,四川芦山
2013-04-21,02:32:07.5,30.35,103.01,19,ML,4.3,eq,四川芦山
2013-04-21,02:28:34.9,30.11,102.86,16,ML,2.1,eq,四川天全
2013-04-21,02:26:34.8,30.15,102.84,20,ML,2.6,eq,四川天全
2013-04-21,02:23:40.9,30.23,102.85,5,ML,1.6,eq,四川宝兴
2013-04-21,02:22:38.5,30.34,102.95,12,ML,2.5,eq,四川芦山
2013-04-21,02:21:05.7,30.36,103.02,9,ML,1.8,eq,四川芦山
2013-04-21,02:19:49.0,30.31,102.91,16,ML,1.8,eq,四川芦山
2013-04-21,02:15:04.1,30.31,102.92,15,ML,2.8,eq,四川芦山
2013-04-21,02:06:41.8,30.31,102.99,14,ML,2.0,eq,四川芦山
2013-04-21,02:04:58.8,30.25,102.86,5,ML,1.3,eq,四川宝兴
2013-04-21,02:04:05.4,30.24,102.90,10,ML,2.2,eq,四川芦山
2013-04-21,02:03:36.0,30.42,103.08,5,ML,1.8,eq,四川芦山
2013-04-21,01:54:33.1,30.22,102.91,18,ML,2.3,eq,四川芦山
2013-04-21,01:47:42.9,30.20,102.84,13,ML,1.6,eq,四川天全
2013-04-21,01:40:39.4,30.30,102.85,19,ML,1.7,eq,四川宝兴
2013-04-21,01:39:31.9,30.19,102.88,10,ML,1.4,eq,四川芦山
2013-04-21,01:36:34.0,30.38,102.91,27,ML,2.4,eq,四川芦山
2013-04-21,01:32:46.5,30.24,102.99,25,ML,1.9,eq,四川芦山
2013-04-21,01:31:50.0,30.27,102.96,14,ML,2.0,eq,四川芦山
2013-04-21,01:18:18.7,30.38,102.91,22,ML,3.0,eq,四川芦山
2013-04-21,01:16:25.5,30.35,102.93,25,ML,2.2,eq,四川芦山
2013-04-21,01:14:10.6,30.33,102.95,23,ML,2.5,eq,四川芦山
2013-04-21,01:12:19.3,30.18,102.84,23,ML,2.2,eq,四川天全
2013-04-21,01:06:23.2,30.24,102.88,23,ML,2.2,eq,四川宝兴
2013-04-21,01:05:28.2,30.18,102.83,21,ML,3.1,eq,四川天全
2013-04-21,01:05:22.3,30.22,102.88,10,ML,2.1,eq,四川芦山
2013-04-21,01:01:24.4,30.26,102.98,24,ML,2.7,eq,四川芦山
2013-04-21,00:54:44.7,30.32,102.97,22,ML,3.1,eq,四川芦山
2013-04-21,00:53:49.7,30.17,102.81,14,ML,1.7,eq,四川天全
2013-04-21,00:52:59.4,30.33,102.93,25,ML,1.7,eq,四川芦山
2013-04-21,00:38:21.0,30.29,102.83,27,ML,3.4,eq,四川宝兴
2013-04-21,00:32:16.2,30.16,102.85,11,ML,2.0,eq,四川天全
2013-04-21,00:22:34.0,30.28,103.00,10,ML,1.6,eq,四川芦山
2013-04-21,00:21:38.9,30.29,102.86,15,ML,1.7,eq,四川宝兴
2013-04-21,00:14:35.6,30.15,102.85,18,Ms,4.0,eq,四川天全
2013-04-21,00:12:50.3,30.26,102.92,18,ML,2.2,eq,四川芦山
2013-04-21,00:11:13.3,30.35,102.97,18,ML,2.6,eq,四川芦山
2013-04-21,00:10:23.5,30.25,102.92,18,ML,2.2,eq,四川芦山
2013-04-21,00:09:31.8,30.27,102.83,16,ML,2.0,eq,四川宝兴
2013-04-21,00:06:47.0,30.36,102.96,19,ML,3.6,eq,四川芦山
2013-04-21,00:04:32.4,30.13,102.82,20,ML,2.4,eq,四川天全
2013-04-21,00:00:50.0,30.14,102.84,16,ML,2.2,eq,四川天全
2013-04-21,00:00:05.6,30.26,102.77,10,ML,1.5,eq,四川宝兴
2013-04-20,23:20:51.0,30.15,102.88,15,ML,3.8,eq,四川芦山
2013-04-20,23:14:35.2,31.56,103.98,16,ML,1.6,eq,四川绵竹
2013-04-20,23:08:11.2,30.19,102.90,18,ML,3.7,eq,四川芦山
2013-04-20,23:02:56.3,30.31,103.01,13,ML,3.6,eq,四川芦山
2013-04-20,23:01:02.7,32.16,104.61,19,ML,2.4,eq,四川平武
2013-04-20,23:00:38.5,30.24,102.80,14,ML,3.7,eq,四川宝兴
2013-04-20,22:29:34.4,30.25,102.90,21,ML,4.1,eq,四川芦山
2013-04-20,22:15:53.0,31.64,103.32,5,ML,1.2,eq,四川理县
2013-04-20,22:10:31.1,30.29,102.92,27,ML,3.7,eq,四川芦山
2013-04-20,21:12:18.6,30.36,102.96,5,ML,2.0,eq,四川芦山
2013-04-20,21:07:14.3,30.27,102.93,11,ML,2.1,eq,四川芦山
2013-04-20,21:06:36.9,30.32,102.92,15,ML,2.4,eq,四川芦山
2013-04-20,21:04:47.5,30.23,102.88,22,ML,1.7,eq,四川芦山
2013-04-20,21:02:54.5,30.34,102.94,24,ML,2.4,eq,四川芦山
2013-04-20,20:56:38.9,32.69,105.38,6,ML,1.1,eq,四川青川
2013-04-20,20:53:48.1,30.32,102.98,13,ML,2.3,eq,四川芦山
2013-04-20,20:51:05.6,30.24,102.97,21,ML,2.7,eq,四川芦山
2013-04-20,20:50:12.6,30.26,102.97,18,ML,1.8,eq,四川芦山
2013-04-20,20:45:56.3,30.28,102.88,18,ML,1.5,eq,四川芦山
2013-04-20,20:44:46.8,30.31,102.89,26,ML,2.0,eq,四川芦山
2013-04-20,20:36:55.3,30.17,102.86,19,ML,2.7,eq,四川天全
2013-04-20,20:35:36.6,30.27,102.94,21,ML,3.2,eq,四川芦山
2013-04-20,20:33:40.9,30.24,102.94,22,ML,3.5,eq,四川芦山
2013-04-20,20:33:20.4,30.32,102.85,22,ML,2.3,eq,四川宝兴
2013-04-20,20:31:00.9,30.32,102.95,16,ML,2.3,eq,四川芦山
2013-04-20,20:30:08.9,30.20,102.85,2,ML,1.2,eq,四川天全
2013-04-20,20:21:48.9,30.35,102.95,20,ML,2.6,eq,四川芦山
2013-04-20,20:08:48.3,30.28,102.91,14,ML,3.3,eq,四川芦山
2013-04-20,20:07:23.4,30.34,102.94,22,ML,3.3,eq,四川芦山
2013-04-20,20:01:52.6,30.20,102.88,22,ML,2.2,eq,四川芦山
2013-04-20,19:47:45.5,30.27,102.86,15,ML,2.2,eq,四川芦山
2013-04-20,19:43:35.5,30.34,102.93,16,ML,2.7,eq,四川宝兴
2013-04-20,19:39:58.0,30.36,102.97,16,ML,1.7,eq,四川芦山
2013-04-20,19:37:03.0,30.32,102.94,15,ML,2.4,eq,四川芦山
2013-04-20,19:35:46.5,30.30,102.93,23,ML,2.1,eq,四川芦山
2013-04-20,19:29:55.4,30.18,102.89,16,ML,2.3,eq,四川芦山
2013-04-20,19:29:25.8,30.31,102.87,20,ML,2.2,eq,四川宝兴
2013-04-20,19:25:10.1,30.25,102.89,20,ML,2.8,eq,四川芦山
2013-04-20,19:17:41.3,30.34,102.92,15,ML,2.5,eq,四川宝兴
2013-04-20,19:15:22.9,30.31,102.93,19,ML,2.8,eq,四川芦山
2013-04-20,19:12:50.5,30.35,103.02,17,Ms,4.5,eq,四川芦山
2013-04-20,19:12:31.2,30.46,102.94,10,ML,3.9,eq,四川宝兴
2013-04-20,19:10:52.1,30.36,102.97,16,ML,3.8,eq,四川芦山
2013-04-20,19:09:22.8,30.29,102.97,10,ML,3.0,eq,四川芦山
2013-04-20,19:05:47.7,30.22,102.91,19,ML,2.4,eq,四川芦山
2013-04-20,19:01:54.8,30.13,102.85,16,ML,3.6,eq,四川天全
2013-04-20,18:59:03.2,30.40,103.00,17,Ms,3.8,eq,四川芦山
2013-04-20,18:57:34.8,30.29,102.96,15,ML,2.6,eq,四川芦山
2013-04-20,18:56:04.1,30.22,102.88,17,ML,2.3,eq,四川芦山
2013-04-20,18:53:12.1,30.18,102.87,18,ML,2.0,eq,四川芦山
2013-04-20,18:48:58.5,30.34,102.98,24,ML,2.7,eq,四川芦山
2013-04-20,18:47:18.5,30.20,102.91,18,ML,2.6,eq,四川芦山
2013-04-20,18:43:24.3,30.26,102.98,10,ML,2.3,eq,四川芦山
2013-04-20,18:42:37.5,30.18,102.81,14,ML,2.3,eq,四川天全
2013-04-20,18:42:04.2,30.25,102.92,11,ML,1.6,eq,四川芦山
2013-04-20,18:39:06.3,30.22,102.99,11,ML,2.4,eq,四川芦山
2013-04-20,18:37:03.9,30.28,102.86,5,ML,1.9,eq,四川宝兴
